sample_id,family,distribution,vm,run,sample,started_at_utc,input_sha256,ffmpeg_exit_code,elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
ubuntu-r09-s08,debian,ubuntu,ubuntu,9,8,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,352.8,88.4,315.242,867.297,11.7,27.517,15.25,3.342,1.999,0.0,15.254,19.0,3.708
ubuntu-r09-s09,debian,ubuntu,ubuntu,9,9,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,356.8,89.4,315.254,867.215,11.7,30.924,17.25,3.405,1.999,0.0,17.254,19.0,3.708
ubuntu-r09-s10,debian,ubuntu,ubuntu,9,10,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,169.8,42.2,0.0,595.652,8.0,,,,,,,1.0,3.708
ubuntu-r10-s01,debian,ubuntu,ubuntu,10,1,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,306.9,76.9,313.289,854.359,11.5,4.236,1.5,4.235,1.5,0.0,1.504,19.0,3.411
ubuntu-r10-s02,debian,ubuntu,ubuntu,10,2,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,349.9,87.9,314.391,853.863,11.5,7.611,3.5,3.374,1.999,0.0,3.504,19.0,3.411
ubuntu-r10-s03,debian,ubuntu,ubuntu,10,3,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,355.8,88.9,314.812,854.055,11.5,11.08,5.5,3.467,1.999,0.0,5.504,19.0,3.538
ubuntu-r10-s04,debian,ubuntu,ubuntu,10,4,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,348.9,87.4,314.902,853.777,11.5,14.455,7.5,3.365,1.994,0.0,7.504,19.0,3.538
ubuntu-r10-s05,debian,ubuntu,ubuntu,10,5,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,348.9,87.1,314.922,853.516,11.5,17.83,9.5,3.374,1.999,0.0,9.504,19.0,3.538
ubuntu-r10-s06,debian,ubuntu,ubuntu,10,6,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,343.8,86.1,315.008,853.445,11.5,21.111,11.5,3.28,1.999,0.0,11.504,19.0,3.538
ubuntu-r10-s07,debian,ubuntu,ubuntu,10,7,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,352.6,88.1,315.02,853.18,11.5,24.486,13.5,3.371,1.998,0.0,13.504,19.0,3.538
ubuntu-r10-s08,debian,ubuntu,ubuntu,10,8,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,356.8,89.2,315.066,853.336,11.5,27.955,15.5,3.467,1.999,0.0,15.504,19.0,3.655
ubuntu-r10-s09,debian,ubuntu,ubuntu,10,9,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,357.8,89.6,315.078,852.809,11.5,31.142,17.5,3.186,1.999,0.0,17.504,19.0,3.655
ubuntu-r10-s10,debian,ubuntu,ubuntu,10,10,2026-09-14T00:41:55+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,147.9,37.1,0.0,585.867,7.9,,,,,,,1.0,3.655
arch-linux-r01-s01,arch,arch-linux,arch,1,1,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,320.9,79.1,324.215,727.883,9.2,4.176,1.5,4.176,1.5,0.0,1.504,19.0,1.501
arch-linux-r01-s02,arch,arch-linux,arch,1,2,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,369.4,90.9,324.723,727.598,9.2,7.645,3.5,3.463,1.997,0.0,3.504,19.0,1.501
arch-linux-r01-s03,arch,arch-linux,arch,1,3,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,368.8,91.1,324.926,727.258,9.2,11.207,5.75,3.561,2.249,0.0,5.754,19.0,1.501
arch-linux-r01-s04,arch,arch-linux,arch,1,4,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,364.3,90.1,334.773,742.969,9.4,14.676,7.75,3.462,1.996,0.0,7.754,19.0,1.862
arch-linux-r01-s05,arch,arch-linux,arch,1,5,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,367.8,90.6,334.789,742.688,9.4,18.176,9.75,3.499,1.999,0.0,9.754,19.0,1.862
arch-linux-r01-s06,arch,arch-linux,arch,1,6,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,353.8,87.6,334.875,742.395,9.4,21.488,11.75,3.311,1.999,0.0,11.754,19.0,1.862
arch-linux-r01-s07,arch,arch-linux,arch,1,7,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,372.8,92.1,334.887,742.027,9.4,25.02,14.0,3.53,2.249,0.0,14.004,19.0,1.862
arch-linux-r01-s08,arch,arch-linux,arch,1,8,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,367.7,90.6,334.906,741.742,9.4,28.52,16.0,3.497,1.998,0.0,16.004,19.0,1.862
arch-linux-r01-s09,arch,arch-linux,arch,1,9,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,363.8,89.9,334.672,741.375,9.4,31.448,18.25,2.927,2.249,0.0,18.254,7.0,2.113
arch-linux-r01-s10,arch,arch-linux,arch,1,10,2026-09-14T00:59:49+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.007,39.0,9.4,0.0,431.543,5.4,31.448,18.618,0.0,0.368,0.0,18.621,1.0,2.113
arch-linux-r02-s01,arch,arch-linux,arch,2,1,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,320.9,79.3,333.316,733.668,9.3,4.206,1.5,4.206,1.5,0.0,1.504,19.0,2.024
arch-linux-r02-s02,arch,arch-linux,arch,2,2,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,362.8,89.4,333.762,733.863,9.3,7.644,3.5,3.435,1.999,0.0,3.504,19.0,2.024
arch-linux-r02-s03,arch,arch-linux,arch,2,3,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,368.3,91.4,333.93,733.516,9.3,11.206,5.75,3.556,2.246,0.0,5.754,19.0,2.024
arch-linux-r02-s04,arch,arch-linux,arch,2,4,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,364.9,89.9,334.027,733.484,9.3,14.675,7.75,3.467,1.999,0.0,7.754,19.0,2.024
arch-linux-r02-s05,arch,arch-linux,arch,2,5,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,369.8,91.3,334.043,733.219,9.2,18.206,9.75,3.53,1.999,0.0,9.754,19.0,2.024
arch-linux-r02-s06,arch,arch-linux,arch,2,6,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,361.9,89.4,334.125,733.555,9.3,21.581,12.0,3.374,2.249,0.0,12.004,19.0,2.103
arch-linux-r02-s07,arch,arch-linux,arch,2,7,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,368.6,91.4,334.141,733.266,9.2,25.081,14.0,3.496,1.998,0.0,14.004,19.0,2.103
arch-linux-r02-s08,arch,arch-linux,arch,2,8,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.005,365.8,90.4,334.168,733.66,9.3,28.55,16.0,3.467,1.999,0.0,16.004,19.0,2.103
arch-linux-r02-s09,arch,arch-linux,arch,2,9,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.006,363.8,89.9,333.93,733.531,9.3,31.447,18.25,2.895,2.249,0.0,18.254,7.0,2.103
arch-linux-r02-s10,arch,arch-linux,arch,2,10,2026-09-14T01:00:02+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.006,36.0,8.9,0.0,429.828,5.4,31.447,18.618,0.0,0.368,0.0,18.621,1.0,2.103
arch-linux-r03-s01,arch,arch-linux,arch,3,1,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,315.9,78.2,317.352,702.02,8.9,4.081,1.5,4.081,1.5,0.0,1.504,19.0,1.934
arch-linux-r03-s02,arch,arch-linux,arch,3,2,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,361.8,89.1,321.898,709.465,8.9,7.55,3.5,3.467,1.999,0.0,3.504,19.0,1.934
arch-linux-r03-s03,arch,arch-linux,arch,3,3,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,366.8,90.9,322.066,709.344,8.9,11.081,5.75,3.53,2.249,0.0,5.754,19.0,2.18
arch-linux-r03-s04,arch,arch-linux,arch,3,4,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,361.8,88.5,322.125,709.062,8.9,14.519,7.75,3.436,1.999,0.0,7.754,19.0,2.18
arch-linux-r03-s05,arch,arch-linux,arch,3,5,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,369.9,91.9,322.148,709.25,8.9,18.05,9.75,3.521,1.994,0.0,9.754,19.0,2.18
arch-linux-r03-s06,arch,arch-linux,arch,3,6,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,353.5,87.4,322.246,709.195,8.9,21.425,11.75,3.371,1.997,0.0,11.754,19.0,2.18
arch-linux-r03-s07,arch,arch-linux,arch,3,7,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,368.8,91.2,322.258,708.887,8.9,24.894,13.75,3.467,1.999,0.0,13.754,19.0,2.18
arch-linux-r03-s08,arch,arch-linux,arch,3,8,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,366.8,90.9,322.277,708.512,8.9,28.362,16.0,3.467,2.249,0.0,16.004,19.0,2.406
arch-linux-r03-s09,arch,arch-linux,arch,3,9,2026-09-14T01:00:15+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,357.8,88.2,324.258,716.441,9.0,31.447,18.0,3.083,1.999,0.0,18.004,8.0,2.406
